permit_id,sensor_reading_id,permit_type,status,zone_id,unit_id,issued_at,expires_at
PERMIT-004309,4309,hot_work,active,unit-5-zone-1,unit-5,2026-06-26T22:55:26.799922,2026-06-27T01:51:42.191422
PERMIT-004310,4310,general,active,unit-1-zone-2,unit-1,2026-06-15T00:33:42.365843,2026-06-15T06:42:40.220718
PERMIT-004311,4311,confined_space,active,unit-4-zone-3,unit-4,2026-06-15T14:58:13.174000,2026-06-15T22:41:49.410349
PERMIT-004312,4312,hot_work,active,unit-4-zone-2,unit-4,2026-06-15T14:48:36.423838,2026-06-15T18:55:28.579680
PERMIT-004313,4313,confined_space,expired,unit-1-zone-3,unit-1,2026-06-15T03:48:11.231200,2026-06-15T02:56:56.787689
PERMIT-004314,4314,confined_space,active,unit-1-zone-1,unit-1,2026-06-15T01:50:49.773818,2026-06-15T09:25:20.097764
PERMIT-004315,4315,hot_work,active,unit-2-zone-3,unit-2,2026-06-15T05:19:10.668413,2026-06-15T11:36:49.348680
PERMIT-004316,4316,hot_work,active,unit-1-zone-3,unit-1,2026-06-15T03:08:10.813671,2026-06-15T08:59:59.757732
PERMIT-004317,4317,confined_space,expired,unit-3-zone-2,unit-3,2026-06-17T21:12:12.231995,2026-06-17T23:21:31.422246
PERMIT-004318,4318,confined_space,expired,unit-5-zone-1,unit-5,2026-06-26T21:07:41.254565,2026-06-27T00:41:28.107052
PERMIT-004319,4319,confined_space,active,unit-1-zone-3,unit-1,2026-06-15T04:07:15.189922,2026-06-15T06:18:52.207679
PERMIT-004320,4320,general,expired,unit-4-zone-3,unit-4,2026-06-15T13:32:02.731563,2026-06-15T14:57:36.097896
PERMIT-004321,4321,hot_work,active,unit-1-zone-3,unit-1,2026-06-15T03:48:40.160500,2026-06-15T07:53:04.382667
PERMIT-004322,4322,electrical,active,unit-1-zone-1,unit-1,2026-06-15T03:23:18.199274,2026-06-15T11:20:10.269685
PERMIT-004323,4323,hot_work,active,unit-4-zone-3,unit-4,2026-06-15T14:52:31.206173,2026-06-15T22:19:48.358880
PERMIT-004324,4324,hot_work,active,unit-1-zone-2,unit-1,2026-06-15T05:04:25.251546,2026-06-15T08:09:54.377809
PERMIT-004325,4325,electrical,active,unit-4-zone-2,unit-4,2026-06-15T13:37:51.187285,2026-06-15T16:46:38.695135
PERMIT-004326,4326,hot_work,expired,unit-2-zone-1,unit-2,2026-06-15T06:24:02.688132,2026-06-15T05:34:15.855502
PERMIT-004327,4327,general,active,unit-5-zone-1,unit-5,2026-06-26T21:21:48.425140,2026-06-27T02:42:31.576142
PERMIT-004328,4328,electrical,expired,unit-4-zone-2,unit-4,2026-06-15T14:10:41.179277,2026-06-15T14:56:08.205689
PERMIT-004329,4329,hot_work,active,unit-2-zone-3,unit-2,2026-06-15T05:00:53.497425,2026-06-15T09:45:11.322416
PERMIT-004330,4330,general,active,unit-3-zone-3,unit-3,2026-06-17T21:50:04.534883,2026-06-18T03:36:54.833984
PERMIT-004331,4331,electrical,active,unit-1-zone-2,unit-1,2026-06-15T04:21:23.269106,2026-06-15T10:48:55.407445
PERMIT-004332,4332,confined_space,active,unit-3-zone-2,unit-3,2026-06-17T23:28:29.557159,2026-06-18T04:45:40.142315
PERMIT-004333,4333,electrical,active,unit-1-zone-2,unit-1,2026-06-15T02:57:49.213785,2026-06-15T10:41:18.628717
PERMIT-004334,4334,confined_space,active,unit-3-zone-3,unit-3,2026-06-17T22:30:36.522927,2026-06-18T02:41:18.569636
PERMIT-004335,4335,hot_work,active,unit-3-zone-3,unit-3,2026-06-17T21:58:34.001826,2026-06-18T04:36:09.923615
PERMIT-004336,4336,general,active,unit-1-zone-1,unit-1,2026-06-15T03:48:16.625950,2026-06-15T09:47:31.377112
PERMIT-004337,4337,hot_work,active,unit-3-zone-1,unit-3,2026-06-17T23:48:33.033961,2026-06-18T06:52:32.989573
PERMIT-004338,4338,electrical,active,unit-4-zone-3,unit-4,2026-06-15T13:17:55.350511,2026-06-15T19:15:44.063139
PERMIT-004339,4339,electrical,active,unit-4-zone-1,unit-4,2026-06-15T13:56:18.012584,2026-06-15T17:56:09.509899
PERMIT-004340,4340,hot_work,active,unit-2-zone-2,unit-2,2026-06-15T06:14:09.741463,2026-06-15T12:20:06.243900
PERMIT-004341,4341,confined_space,active,unit-1-zone-1,unit-1,2026-06-15T03:02:43.420060,2026-06-15T08:51:22.444367
PERMIT-004342,4342,electrical,active,unit-4-zone-1,unit-4,2026-06-15T14:15:46.661270,2026-06-15T21:37:00.569944
PERMIT-004343,4343,general,active,unit-1-zone-1,unit-1,2026-06-15T06:00:36.872939,2026-06-15T08:40:25.208043
PERMIT-004344,4344,general,expired,unit-2-zone-1,unit-2,2026-06-15T04:15:06.032549,2026-06-15T05:10:22.316090
PERMIT-004345,4345,confined_space,active,unit-3-zone-3,unit-3,2026-06-17T23:06:47.136850,2026-06-18T03:34:33.497960
PERMIT-004346,4346,general,active,unit-1-zone-1,unit-1,2026-06-15T03:58:36.293033,2026-06-15T11:50:50.957246
PERMIT-004347,4347,confined_space,expired,unit-1-zone-1,unit-1,2026-06-15T06:11:07.623039,2026-06-15T05:51:22.161420
PERMIT-004348,4348,electrical,active,unit-5-zone-2,unit-5,2026-06-26T21:29:55.178995,2026-06-27T02:32:35.025889
PERMIT-004349,4349,general,active,unit-5-zone-3,unit-5,2026-06-26T22:06:24.852395,2026-06-27T05:42:30.502431
PERMIT-004350,4350,hot_work,active,unit-5-zone-2,unit-5,2026-06-26T22:06:27.938836,2026-06-27T05:48:20.696944
PERMIT-004351,4351,confined_space,active,unit-5-zone-3,unit-5,2026-06-26T22:37:41.411223,2026-06-27T04:02:19.373579
PERMIT-004352,4352,confined_space,active,unit-5-zone-1,unit-5,2026-06-27T00:32:30.630549,2026-06-27T02:45:15.326502
PERMIT-004353,4353,confined_space,active,unit-2-zone-2,unit-2,2026-06-15T06:17:18.985570,2026-06-15T13:13:03.267561
PERMIT-004354,4354,confined_space,active,unit-4-zone-3,unit-4,2026-06-15T16:34:28.877540,2026-06-15T20:18:32.600478
PERMIT-004355,4355,general,active,unit-1-zone-3,unit-1,2026-06-15T03:51:38.706740,2026-06-15T10:25:08.852484
PERMIT-004356,4356,electrical,expired,unit-2-zone-1,unit-2,2026-06-15T03:20:35.296988,2026-06-15T06:16:42.363983
PERMIT-004357,4357,general,active,unit-4-zone-3,unit-4,2026-06-15T15:42:09.915888,2026-06-15T19:19:36.048065
PERMIT-004358,4358,general,active,unit-5-zone-1,unit-5,2026-06-26T23:00:41.403496,2026-06-27T02:21:39.698792
PERMIT-004359,4359,electrical,expired,unit-5-zone-2,unit-5,2026-06-26T22:10:14.787328,2026-06-27T01:28:56.744276
PERMIT-004360,4360,hot_work,active,unit-4-zone-2,unit-4,2026-06-15T16:42:26.999237,2026-06-15T23:55:06.092990
PERMIT-004361,4361,general,active,unit-2-zone-3,unit-2,2026-06-15T04:38:29.407049,2026-06-15T12:04:32.175032
PERMIT-004362,4362,electrical,active,unit-3-zone-1,unit-3,2026-06-17T21:20:08.224632,2026-06-18T05:18:17.648983
PERMIT-004363,4363,confined_space,active,unit-3-zone-3,unit-3,2026-06-18T00:02:08.737494,2026-06-18T02:27:46.565619
PERMIT-004364,4364,confined_space,active,unit-5-zone-3,unit-5,2026-06-27T01:39:11.814623,2026-06-27T08:42:16.421474
PERMIT-004365,4365,hot_work,active,unit-2-zone-2,unit-2,2026-06-15T06:31:26.965117,2026-06-15T13:17:36.394438
PERMIT-004366,4366,general,active,unit-3-zone-3,unit-3,2026-06-18T00:51:41.030762,2026-06-18T03:15:04.135658
PERMIT-004367,4367,hot_work,active,unit-2-zone-3,unit-2,2026-06-15T05:03:12.602597,2026-06-15T12:40:07.608526
PERMIT-004368,4368,confined_space,active,unit-1-zone-3,unit-1,2026-06-15T04:57:22.093268,2026-06-15T10:51:33.875897
PERMIT-004369,4369,electrical,active,unit-3-zone-2,unit-3,2026-06-18T01:04:46.041277,2026-06-18T08:33:41.630532
PERMIT-004370,4370,hot_work,active,unit-2-zone-2,unit-2,2026-06-15T04:58:29.393062,2026-06-15T08:25:10.029464
PERMIT-004371,4371,hot_work,expired,unit-2-zone-1,unit-2,2026-06-15T04:13:04.290456,2026-06-15T06:41:09.734180
PERMIT-004372,4372,confined_space,expired,unit-2-zone-3,unit-2,2026-06-15T04:18:23.804752,2026-06-15T07:17:16.113734
PERMIT-004373,4373,confined_space,active,unit-2-zone-3,unit-2,2026-06-15T06:58:10.749049,2026-06-15T13:23:43.505093
PERMIT-004374,4374,hot_work,active,unit-1-zone-3,unit-1,2026-06-15T04:10:17.248152,2026-06-15T07:49:30.969484
PERMIT-004375,4375,hot_work,expired,unit-4-zone-3,unit-4,2026-06-15T15:58:47.734624,2026-06-15T16:49:14.750340
PERMIT-004376,4376,general,active,unit-5-zone-1,unit-5,2026-06-27T00:40:40.489503,2026-06-27T06:34:51.844811
PERMIT-004377,4377,hot_work,active,unit-2-zone-1,unit-2,2026-06-15T05:55:05.466461,2026-06-15T09:39:39.656414
PERMIT-004378,4378,confined_space,active,unit-2-zone-1,unit-2,2026-06-15T08:06:12.552572,2026-06-15T12:35:05.821780
PERMIT-004379,4379,general,expired,unit-2-zone-3,unit-2,2026-06-15T05:10:39.300401,2026-06-15T08:34:26.838456
PERMIT-004380,4380,confined_space,expired,unit-3-zone-1,unit-3,2026-06-17T23:30:00.188925,2026-06-18T01:17:26.817441
PERMIT-004381,4381,hot_work,active,unit-5-zone-3,unit-5,2026-06-27T00:29:14.067014,2026-06-27T06:53:40.152436
PERMIT-004382,4382,general,active,unit-3-zone-1,unit-3,2026-06-17T22:36:23.373623,2026-06-18T05:00:19.683950
PERMIT-004383,4383,hot_work,active,unit-3-zone-1,unit-3,2026-06-18T01:15:48.817322,2026-06-18T05:01:46.249264
PERMIT-004384,4384,hot_work,expired,unit-1-zone-3,unit-1,2026-06-15T04:03:58.383528,2026-06-15T05:52:36.846441
PERMIT-004385,4385,confined_space,active,unit-1-zone-1,unit-1,2026-06-15T06:06:08.801855,2026-06-15T11:44:18.428002
PERMIT-004386,4386,hot_work,active,unit-3-zone-3,unit-3,2026-06-18T00:40:39.104206,2026-06-18T03:27:02.140425
PERMIT-004387,4387,confined_space,active,unit-1-zone-1,unit-1,2026-06-15T07:18:24.867921,2026-06-15T12:21:45.039594
PERMIT-004388,4388,confined_space,active,unit-4-zone-2,unit-4,2026-06-15T16:41:38.020518,2026-06-15T22:12:44.521382
PERMIT-004389,4389,general,active,unit-4-zone-1,unit-4,2026-06-15T18:00:40.080872,2026-06-15T21:41:16.536765
PERMIT-004390,4390,hot_work,active,unit-5-zone-3,unit-5,2026-06-27T00:24:50.472102,2026-06-27T07:22:25.594576
PERMIT-004391,4391,hot_work,active,unit-3-zone-1,unit-3,2026-06-17T23:24:06.710507,2026-06-18T06:04:39.001219
PERMIT-004392,4392,electrical,active,unit-5-zone-3,unit-5,2026-06-27T02:40:13.648101,2026-06-27T05:41:15.895740
PERMIT-004393,4393,hot_work,expired,unit-4-zone-1,unit-4,2026-06-15T17:29:14.710522,2026-06-15T16:34:27.173484
PERMIT-004394,4394,hot_work,active,unit-4-zone-2,unit-4,2026-06-15T17:14:58.930826,2026-06-15T22:40:11.267209
PERMIT-004395,4395,electrical,expired,unit-2-zone-2,unit-2,2026-06-15T05:05:36.071326,2026-06-15T07:52:53.663679
PERMIT-004396,4396,confined_space,active,unit-2-zone-3,unit-2,2026-06-15T09:11:30.064192,2026-06-15T16:56:14.606903
PERMIT-004397,4397,hot_work,active,unit-3-zone-1,unit-3,2026-06-18T01:02:36.433779,2026-06-18T08:22:21.040284
PERMIT-004398,4398,confined_space,active,unit-2-zone-1,unit-2,2026-06-15T09:04:51.823951,2026-06-15T11:31:16.929827
PERMIT-004399,4399,confined_space,expired,unit-3-zone-2,unit-3,2026-06-18T00:31:59.130297,2026-06-18T01:48:20.474145
PERMIT-004400,4400,electrical,expired,unit-1-zone-2,unit-1,2026-06-15T04:03:08.635177,2026-06-15T06:30:09.496718
PERMIT-004401,4401,electrical,active,unit-5-zone-2,unit-5,2026-06-26T23:52:52.264725,2026-06-27T04:06:14.382301
PERMIT-004402,4402,electrical,expired,unit-3-zone-3,unit-3,2026-06-18T02:29:45.991038,2026-06-18T01:04:22.892264
PERMIT-004403,4403,general,active,unit-2-zone-3,unit-2,2026-06-15T07:32:09.121260,2026-06-15T12:50:01.221068
PERMIT-004404,4404,hot_work,active,unit-3-zone-2,unit-3,2026-06-18T02:32:40.270268,2026-06-18T07:02:09.804721
PERMIT-004405,4405,general,active,unit-4-zone-3,unit-4,2026-06-15T15:30:25.405390,2026-06-15T20:10:34.645076
PERMIT-004406,4406,hot_work,active,unit-4-zone-3,unit-4,2026-06-15T15:31:02.493410,2026-06-15T21:24:08.111877
PERMIT-004407,4407,confined_space,active,unit-1-zone-1,unit-1,2026-06-15T07:01:15.702100,2026-06-15T10:36:37.088170
PERMIT-004408,4408,confined_space,active,unit-5-zone-3,unit-5,2026-06-27T02:20:20.161086,2026-06-27T09:57:44.403253
PERMIT-004409,4409,confined_space,active,unit-4-zone-1,unit-4,2026-06-15T17:35:41.752062,2026-06-15T19:43:15.774716
PERMIT-004410,4410,hot_work,active,unit-3-zone-1,unit-3,2026-06-18T01:27:43.384878,2026-06-18T05:03:25.418142
PERMIT-004411,4411,confined_space,active,unit-4-zone-3,unit-4,2026-06-15T18:33:49.545046,2026-06-15T23:18:38.618822
PERMIT-004412,4412,confined_space,expired,unit-1-zone-3,unit-1,2026-06-15T08:02:59.236415,2026-06-15T07:33:37.126513
PERMIT-004413,4413,confined_space,active,unit-1-zone-1,unit-1,2026-06-15T07:30:07.631738,2026-06-15T11:49:54.510909
PERMIT-004414,4414,general,active,unit-4-zone-1,unit-4,2026-06-15T18:50:16.509911,2026-06-15T22:50:51.514743
PERMIT-004415,4415,hot_work,active,unit-3-zone-1,unit-3,2026-06-18T02:33:48.646103,2026-06-18T10:00:24.493097
PERMIT-004416,4416,confined_space,active,unit-5-zone-2,unit-5,2026-06-27T01:40:46.822012,2026-06-27T08:52:11.252025
PERMIT-004417,4417,electrical,active,unit-1-zone-2,unit-1,2026-06-15T06:42:23.733750,2026-06-15T09:17:01.976069
PERMIT-004418,4418,confined_space,active,unit-5-zone-1,unit-5,2026-06-27T02:45:10.149572,2026-06-27T06:58:17.503330
PERMIT-004419,4419,general,active,unit-2-zone-1,unit-2,2026-06-15T08:59:08.006440,2026-06-15T11:39:24.231682
PERMIT-004420,4420,general,active,unit-4-zone-3,unit-4,2026-06-15T17:51:06.875595,2026-06-15T23:44:05.466257
PERMIT-004421,4421,confined_space,active,unit-4-zone-2,unit-4,2026-06-15T17:54:09.636111,2026-06-15T21:51:22.954149
PERMIT-004422,4422,electrical,active,unit-1-zone-2,unit-1,2026-06-15T06:13:46.464333,2026-06-15T13:57:08.052963
PERMIT-004423,4423,electrical,expired,unit-4-zone-1,unit-4,2026-06-15T16:15:49.417197,2026-06-15T19:23:03.755555
PERMIT-004424,4424,hot_work,active,unit-4-zone-1,unit-4,2026-06-15T18:39:11.046339,2026-06-15T21:56:44.786556
PERMIT-004425,4425,hot_work,expired,unit-1-zone-3,unit-1,2026-06-15T05:31:33.681707,2026-06-15T07:44:32.001122
PERMIT-004426,4426,hot_work,active,unit-2-zone-2,unit-2,2026-06-15T09:07:23.459594,2026-06-15T16:30:11.940509
PERMIT-004427,4427,confined_space,active,unit-4-zone-1,unit-4,2026-06-15T19:20:33.189119,2026-06-15T21:23:02.148510
PERMIT-004428,4428,general,active,unit-3-zone-1,unit-3,2026-06-18T02:37:11.929661,2026-06-18T09:01:19.038722
PERMIT-004429,4429,electrical,active,unit-5-zone-1,unit-5,2026-06-27T01:34:03.897376,2026-06-27T09:29:54.486748
PERMIT-004430,4430,general,expired,unit-3-zone-3,unit-3,2026-06-18T02:04:59.699208,2026-06-18T02:59:58.037056
PERMIT-004431,4431,electrical,expired,unit-5-zone-1,unit-5,2026-06-27T00:12:42.321597,2026-06-27T03:02:02.693601
PERMIT-004432,4432,electrical,active,unit-4-zone-1,unit-4,2026-06-15T17:05:31.605376,2026-06-15T23:31:48.896242
PERMIT-004433,4433,confined_space,expired,unit-4-zone-1,unit-4,2026-06-15T18:42:33.844051,2026-06-15T19:46:36.771572
PERMIT-004434,4434,hot_work,active,unit-5-zone-3,unit-5,2026-06-27T00:18:10.863032,2026-06-27T07:10:42.294565
PERMIT-004435,4435,electrical,active,unit-5-zone-2,unit-5,2026-06-27T02:37:14.420863,2026-06-27T05:12:55.724987
PERMIT-004436,4436,confined_space,active,unit-1-zone-2,unit-1,2026-06-15T09:01:49.386481,2026-06-15T16:36:52.036097
PERMIT-004437,4437,confined_space,active,unit-2-zone-1,unit-2,2026-06-15T07:08:54.923798,2026-06-15T12:49:37.898851
PERMIT-004438,4438,electrical,active,unit-3-zone-1,unit-3,2026-06-18T02:34:59.635088,2026-06-18T05:01:46.069800
PERMIT-004439,4439,general,active,unit-1-zone-1,unit-1,2026-06-15T05:46:15.597049,2026-06-15T13:40:10.583877
PERMIT-004440,4440,general,active,unit-3-zone-3,unit-3,2026-06-17T23:55:27.953280,2026-06-18T06:09:19.842955
PERMIT-004441,4441,general,active,unit-3-zone-2,unit-3,2026-06-18T02:47:28.366726,2026-06-18T05:08:41.073406
PERMIT-004442,4442,general,active,unit-3-zone-2,unit-3,2026-06-18T00:47:17.125214,2026-06-18T06:27:18.116847
PERMIT-004443,4443,confined_space,active,unit-4-zone-3,unit-4,2026-06-15T18:34:11.450842,2026-06-15T21:33:29.853562
PERMIT-004444,4444,confined_space,active,unit-4-zone-2,unit-4,2026-06-15T17:52:53.012634,2026-06-15T23:37:38.595565
PERMIT-004445,4445,electrical,expired,unit-3-zone-3,unit-3,2026-06-18T00:26:02.886377,2026-06-18T03:05:51.771588
PERMIT-004446,4446,confined_space,expired,unit-1-zone-1,unit-1,2026-06-15T06:15:29.213430,2026-06-15T09:04:20.708559
PERMIT-004447,4447,electrical,active,unit-3-zone-1,unit-3,2026-06-18T01:33:48.785460,2026-06-18T08:19:05.789642
PERMIT-004448,4448,hot_work,active,unit-4-zone-1,unit-4,2026-06-15T20:11:04.306781,2026-06-16T01:18:33.310734
PERMIT-004449,4449,general,active,unit-5-zone-2,unit-5,2026-06-27T00:59:12.825243,2026-06-27T04:49:20.347759
PERMIT-004450,4450,confined_space,active,unit-3-zone-3,unit-3,2026-06-18T04:13:33.397789,2026-06-18T10:29:08.927819
PERMIT-004451,4451,confined_space,active,unit-5-zone-1,unit-5,2026-06-27T01:07:47.262023,2026-06-27T04:40:16.191350
PERMIT-004452,4452,general,active,unit-4-zone-2,unit-4,2026-06-15T20:29:24.111188,2026-06-16T00:37:32.457861
PERMIT-004453,4453,hot_work,active,unit-3-zone-3,unit-3,2026-06-18T02:09:23.096133,2026-06-18T05:56:36.725080
PERMIT-004454,4454,general,active,unit-5-zone-2,unit-5,2026-06-27T03:25:39.378777,2026-06-27T05:41:28.748184
PERMIT-004455,4455,confined_space,active,unit-2-zone-3,unit-2,2026-06-15T08:38:09.925725,2026-06-15T12:11:58.861380
PERMIT-004456,4456,electrical,active,unit-2-zone-2,unit-2,2026-06-15T09:43:42.997107,2026-06-15T13:11:08.533818
PERMIT-004457,4457,confined_space,active,unit-1-zone-3,unit-1,2026-06-15T05:50:33.871949,2026-06-15T10:26:37.326552
PERMIT-004458,4458,confined_space,active,unit-5-zone-2,unit-5,2026-06-27T02:32:11.425606,2026-06-27T06:53:55.655454
PERMIT-004459,4459,electrical,active,unit-1-zone-1,unit-1,2026-06-15T08:00:26.666980,2026-06-15T11:40:41.424225
PERMIT-004460,4460,confined_space,active,unit-1-zone-1,unit-1,2026-06-15T09:40:23.695523,2026-06-15T12:10:16.728652
PERMIT-004461,4461,general,active,unit-3-zone-1,unit-3,2026-06-18T03:31:46.828504,2026-06-18T11:14:34.229279
PERMIT-004462,4462,hot_work,active,unit-5-zone-1,unit-5,2026-06-27T04:23:59.289564,2026-06-27T10:14:35.016527
PERMIT-004463,4463,general,active,unit-4-zone-2,unit-4,2026-06-15T20:42:50.788707,2026-06-16T03:58:54.889340
PERMIT-004464,4464,confined_space,active,unit-5-zone-2,unit-5,2026-06-27T04:39:25.402058,2026-06-27T08:17:00.939670
PERMIT-004465,4465,hot_work,expired,unit-1-zone-2,unit-1,2026-06-15T10:00:47.529290,2026-06-15T09:08:23.314635
PERMIT-004466,4466,general,active,unit-2-zone-2,unit-2,2026-06-15T08:07:12.002196,2026-06-15T11:31:17.320018
PERMIT-004467,4467,hot_work,active,unit-5-zone-2,unit-5,2026-06-27T03:52:32.598935,2026-06-27T08:37:42.070111
PERMIT-004468,4468,electrical,expired,unit-3-zone-1,unit-3,2026-06-18T04:46:00.633933,2026-06-18T04:00:14.124793
PERMIT-004469,4469,confined_space,expired,unit-5-zone-2,unit-5,2026-06-27T02:01:15.505416,2026-06-27T05:31:46.696711
PERMIT-004470,4470,general,active,unit-1-zone-1,unit-1,2026-06-15T10:02:29.604462,2026-06-15T15:41:58.682546
PERMIT-004471,4471,electrical,active,unit-1-zone-1,unit-1,2026-06-15T09:31:51.996910,2026-06-15T13:40:55.823921
PERMIT-004472,4472,general,active,unit-3-zone-1,unit-3,2026-06-18T02:20:12.023291,2026-06-18T09:30:14.763489
PERMIT-004473,4473,confined_space,expired,unit-3-zone-2,unit-3,2026-06-18T04:29:27.044953,2026-06-18T05:09:27.179979
PERMIT-004474,4474,confined_space,active,unit-3-zone-1,unit-3,2026-06-18T04:06:41.687919,2026-06-18T09:34:10.487373
PERMIT-004475,4475,confined_space,active,unit-3-zone-3,unit-3,2026-06-18T05:28:51.805372,2026-06-18T08:33:46.085222
PERMIT-004476,4476,hot_work,active,unit-4-zone-2,unit-4,2026-06-15T20:25:39.601139,2026-06-16T01:01:16.687712
PERMIT-004477,4477,general,active,unit-1-zone-3,unit-1,2026-06-15T10:15:16.330790,2026-06-15T16:31:02.641015
PERMIT-004478,4478,hot_work,expired,unit-3-zone-1,unit-3,2026-06-18T03:17:42.163109,2026-06-18T05:23:31.036064
PERMIT-004479,4479,electrical,expired,unit-2-zone-1,unit-2,2026-06-15T08:58:18.922706,2026-06-15T10:26:26.091917
PERMIT-004480,4480,confined_space,active,unit-5-zone-3,unit-5,2026-06-27T02:30:16.330682,2026-06-27T06:27:24.797043
PERMIT-004481,4481,confined_space,active,unit-4-zone-3,unit-4,2026-06-15T21:07:17.697581,2026-06-15T23:57:50.853268
PERMIT-004482,4482,confined_space,active,unit-3-zone-1,unit-3,2026-06-18T03:27:20.856426,2026-06-18T10:41:56.410355
PERMIT-004483,4483,hot_work,active,unit-3-zone-2,unit-3,2026-06-18T05:58:05.964883,2026-06-18T12:03:36.696902
PERMIT-004484,4484,hot_work,active,unit-5-zone-3,unit-5,2026-06-27T02:15:08.866678,2026-06-27T06:45:47.923818
PERMIT-004485,4485,confined_space,active,unit-1-zone-3,unit-1,2026-06-15T08:24:39.871888,2026-06-15T15:03:58.984544
PERMIT-004486,4486,hot_work,active,unit-3-zone-1,unit-3,2026-06-18T02:27:23.636420,2026-06-18T09:33:42.122767
PERMIT-004487,4487,confined_space,active,unit-2-zone-3,unit-2,2026-06-15T10:50:37.867241,2026-06-15T14:28:08.626736
PERMIT-004488,4488,confined_space,active,unit-2-zone-3,unit-2,2026-06-15T08:23:47.365592,2026-06-15T14:08:42.718025
PERMIT-004489,4489,general,expired,unit-2-zone-1,unit-2,2026-06-15T08:17:15.549358,2026-06-15T09:56:26.305182
PERMIT-004490,4490,general,expired,unit-4-zone-2,unit-4,2026-06-15T17:58:20.567310,2026-06-15T19:57:31.397805
PERMIT-004491,4491,electrical,active,unit-4-zone-3,unit-4,2026-06-15T21:03:28.953710,2026-06-16T01:31:47.914739
PERMIT-004492,4492,confined_space,active,unit-1-zone-3,unit-1,2026-06-15T07:49:31.268745,2026-06-15T12:19:47.542227
PERMIT-004493,4493,general,expired,unit-5-zone-2,unit-5,2026-06-27T02:31:55.558879,2026-06-27T05:46:22.076953
PERMIT-004494,4494,hot_work,active,unit-1-zone-1,unit-1,2026-06-15T07:49:30.806041,2026-06-15T13:23:54.195959
PERMIT-004495,4495,confined_space,expired,unit-5-zone-2,unit-5,2026-06-27T02:22:12.046002,2026-06-27T04:38:03.390412
PERMIT-004496,4496,hot_work,active,unit-5-zone-3,unit-5,2026-06-27T04:51:11.530429,2026-06-27T09:16:46.628275
PERMIT-004497,4497,confined_space,active,unit-3-zone-2,unit-3,2026-06-18T02:32:38.216936,2026-06-18T07:06:47.520541
PERMIT-004498,4498,confined_space,active,unit-5-zone-2,unit-5,2026-06-27T03:24:57.111430,2026-06-27T07:27:29.071610
PERMIT-004499,4499,confined_space,active,unit-5-zone-3,unit-5,2026-06-27T06:40:17.433618,2026-06-27T12:32:42.210771
PERMIT-004500,4500,confined_space,expired,unit-2-zone-1,unit-2,2026-06-15T08:49:44.524168,2026-06-15T09:34:45.232395
PERMIT-004501,4501,electrical,expired,unit-1-zone-3,unit-1,2026-06-15T08:32:30.058174,2026-06-15T10:51:42.182208
PERMIT-004502,4502,electrical,active,unit-4-zone-3,unit-4,2026-06-15T21:13:03.613027,2026-06-16T01:42:51.145952
PERMIT-004503,4503,general,active,unit-5-zone-2,unit-5,2026-06-27T04:25:47.224664,2026-06-27T08:35:38.498123
PERMIT-004504,4504,confined_space,active,unit-5-zone-3,unit-5,2026-06-27T04:19:00.044930,2026-06-27T09:51:35.704531
PERMIT-004505,4505,hot_work,active,unit-4-zone-2,unit-4,2026-06-15T20:14:12.349412,2026-06-15T22:27:02.434207
PERMIT-004506,4506,electrical,active,unit-4-zone-1,unit-4,2026-06-15T18:29:21.484821,2026-06-16T02:16:10.331819
PERMIT-004507,4507,general,active,unit-5-zone-1,unit-5,2026-06-27T03:41:10.143863,2026-06-27T11:15:17.680313
PERMIT-004508,4508,general,active,unit-1-zone-2,unit-1,2026-06-15T10:10:36.979547,2026-06-15T12:38:38.154349
PERMIT-004509,4509,general,active,unit-5-zone-2,unit-5,2026-06-27T05:07:18.202308,2026-06-27T08:50:57.328145
PERMIT-004510,4510,general,active,unit-5-zone-1,unit-5,2026-06-27T07:18:50.133295,2026-06-27T10:04:29.107014
PERMIT-004511,4511,confined_space,revoked,unit-5-zone-1,unit-5,2026-06-27T06:54:21.529098,2026-06-27T09:18:03.508493
PERMIT-004512,4512,hot_work,active,unit-4-zone-2,unit-4,2026-06-15T22:23:50.762328,2026-06-16T00:28:28.354980
PERMIT-004513,4513,confined_space,active,unit-2-zone-3,unit-2,2026-06-15T10:52:11.600285,2026-06-15T16:41:02.600722
PERMIT-004514,4514,confined_space,expired,unit-3-zone-1,unit-3,2026-06-18T02:53:23.981707,2026-06-18T06:35:58.298988
PERMIT-004515,4515,electrical,expired,unit-2-zone-3,unit-2,2026-06-15T10:09:39.874713,2026-06-15T10:13:41.462587
PERMIT-004516,4516,general,active,unit-3-zone-1,unit-3,2026-06-18T04:50:51.936055,2026-06-18T11:17:58.603967
PERMIT-004517,4517,confined_space,active,unit-5-zone-1,unit-5,2026-06-27T04:19:00.893481,2026-06-27T09:59:04.949462
PERMIT-004518,4518,confined_space,expired,unit-4-zone-1,unit-4,2026-06-15T20:36:37.401339,2026-06-15T21:42:18.241948
PERMIT-004519,4519,confined_space,active,unit-3-zone-2,unit-3,2026-06-18T04:35:37.619435,2026-06-18T08:00:57.040170
PERMIT-004520,4520,hot_work,expired,unit-4-zone-2,unit-4,2026-06-15T19:34:23.214134,2026-06-15T22:08:06.575913
PERMIT-004521,4521,electrical,active,unit-3-zone-3,unit-3,2026-06-18T05:25:49.138814,2026-06-18T10:48:40.556012
